,max_temp,min_temp,pres,date,lat,long
0,26.6,9.91,0.0,2003-10-14,-31.5307248,-58.2492951
1,28.8,13.9,0.0,2003-10-15,-31.5307248,-58.2492951
2,31.99,15.93,0.0,2003-10-16,-31.5307248,-58.2492951
3,31.14,18.04,0.0,2003-10-17,-31.5307248,-58.2492951
4,33.55,22.89,6.04,2003-10-18,-31.5307248,-58.2492951
5,25.58,14.17,0.26,2003-10-19,-31.5307248,-58.2492951
6,23.23,12.0,0.69,2003-10-20,-31.5307248,-58.2492951
7,24.39,13.4,1.64,2003-10-21,-31.5307248,-58.2492951
8,26.8,9.52,0.17,2003-10-22,-31.5307248,-58.2492951
9,28.88,13.66,0.0,2003-10-23,-31.5307248,-58.2492951
10,31.92,16.96,0.88,2003-10-24,-31.5307248,-58.2492951
11,28.11,21.68,1.42,2003-10-25,-31.5307248,-58.2492951
12,25.62,17.76,1.38,2003-10-26,-31.5307248,-58.2492951
13,22.68,11.48,0.0,2003-10-27,-31.5307248,-58.2492951
14,26.3,11.46,0.0,2003-10-28,-31.5307248,-58.2492951
15,27.9,12.77,0.0,2003-10-29,-31.5307248,-58.2492951
16,33.03,16.83,0.0,2003-10-30,-31.5307248,-58.2492951
17,30.76,12.69,19.5,2003-10-31,-31.5307248,-58.2492951
18,20.77,8.46,0.06,2003-11-01,-31.5307248,-58.2492951
19,19.8,6.5,0.0,2003-11-02,-31.5307248,-58.2492951
20,23.8,8.27,0.0,2003-11-03,-31.5307248,-58.2492951
21,23.63,12.2,0.0,2003-11-04,-31.5307248,-58.2492951
22,26.34,14.62,0.0,2003-11-05,-31.5307248,-58.2492951
23,28.12,12.47,0.0,2003-11-06,-31.5307248,-58.2492951
24,30.16,16.23,0.0,2003-11-07,-31.5307248,-58.2492951
25,31.25,18.03,0.0,2003-11-08,-31.5307248,-58.2492951
26,28.76,18.18,7.19,2003-11-09,-31.5307248,-58.2492951
27,32.23,17.09,0.0,2003-11-10,-31.5307248,-58.2492951
28,37.11,21.67,0.42,2003-11-11,-31.5307248,-58.2492951
29,34.7,19.25,21.18,2003-11-12,-31.5307248,-58.2492951
30,21.68,11.11,0.0,2003-11-13,-31.5307248,-58.2492951
31,25.83,10.99,0.0,2003-11-14,-31.5307248,-58.2492951
32,29.93,15.17,0.04,2003-11-15,-31.5307248,-58.2492951
33,30.36,18.12,7.65,2003-11-16,-31.5307248,-58.2492951
34,29.52,17.61,5.52,2003-11-17,-31.5307248,-58.2492951
35,20.39,15.22,28.98,2003-11-18,-31.5307248,-58.2492951
36,27.98,13.85,1.45,2003-11-19,-31.5307248,-58.2492951
37,27.42,12.42,0.0,2003-11-20,-31.5307248,-58.2492951
38,28.66,13.5,0.0,2003-11-21,-31.5307248,-58.2492951
39,35.3,18.2,0.0,2003-11-22,-31.5307248,-58.2492951
40,33.16,22.31,0.24,2003-11-23,-31.5307248,-58.2492951
41,24.38,18.32,23.49,2003-11-24,-31.5307248,-58.2492951
42,26.24,17.33,0.52,2003-11-25,-31.5307248,-58.2492951
43,28.55,19.38,2.06,2003-11-26,-31.5307248,-58.2492951
44,30.46,17.0,3.38,2003-11-27,-31.5307248,-58.2492951
45,29.14,18.43,0.0,2003-11-28,-31.5307248,-58.2492951
46,31.14,15.43,0.0,2003-11-29,-31.5307248,-58.2492951
47,30.54,19.69,5.96,2003-11-30,-31.5307248,-58.2492951
48,28.18,15.29,0.01,2003-12-01,-31.5307248,-58.2492951
49,27.93,18.32,0.0,2003-12-02,-31.5307248,-58.2492951
50,30.09,18.68,0.0,2003-12-03,-31.5307248,-58.2492951
51,29.51,18.87,6.04,2003-12-04,-31.5307248,-58.2492951
52,26.06,13.66,0.03,2003-12-05,-31.5307248,-58.2492951
53,27.06,10.04,0.0,2003-12-06,-31.5307248,-58.2492951
54,28.67,16.18,0.0,2003-12-07,-31.5307248,-58.2492951
55,27.35,16.94,9.27,2003-12-08,-31.5307248,-58.2492951
56,24.46,11.31,0.14,2003-12-09,-31.5307248,-58.2492951
57,29.56,15.49,0.0,2003-12-10,-31.5307248,-58.2492951
58,29.59,21.06,0.43,2003-12-11,-31.5307248,-58.2492951
59,26.06,12.89,0.0,2003-12-12,-31.5307248,-58.2492951
60,29.73,18.36,0.07,2003-12-13,-31.5307248,-58.2492951
61,29.28,18.37,0.26,2003-12-14,-31.5307248,-58.2492951
62,29.2,19.96,1.1,2003-12-15,-31.5307248,-58.2492951
63,23.15,11.01,2.15,2003-12-16,-31.5307248,-58.2492951
64,26.85,11.38,0.0,2003-12-17,-31.5307248,-58.2492951
65,29.65,14.32,0.0,2003-12-18,-31.5307248,-58.2492951
66,29.22,18.12,0.62,2003-12-19,-31.5307248,-58.2492951
67,27.92,20.79,30.92,2003-12-20,-31.5307248,-58.2492951
68,32.01,20.98,11.18,2003-12-21,-31.5307248,-58.2492951
69,29.52,18.88,25.78,2003-12-22,-31.5307248,-58.2492951
70,25.53,12.58,0.0,2003-12-23,-31.5307248,-58.2492951
71,25.51,17.56,0.0,2003-12-24,-31.5307248,-58.2492951
72,31.33,20.23,4.14,2003-12-25,-31.5307248,-58.2492951
73,31.11,20.22,0.0,2003-12-26,-31.5307248,-58.2492951
74,29.07,21.67,13.52,2003-12-27,-31.5307248,-58.2492951
75,25.41,17.83,1.04,2003-12-28,-31.5307248,-58.2492951
76,24.89,11.71,0.0,2003-12-29,-31.5307248,-58.2492951
77,29.71,15.47,0.06,2003-12-30,-31.5307248,-58.2492951
78,29.5,17.24,0.0,2003-12-31,-31.5307248,-58.2492951
79,25.11,12.31,0.0,2004-01-01,-31.5307248,-58.2492951
80,28.27,13.75,0.0,2004-01-02,-31.5307248,-58.2492951
81,31.59,16.28,0.0,2004-01-03,-31.5307248,-58.2492951
82,30.89,21.0,0.2,2004-01-04,-31.5307248,-58.2492951
83,33.68,20.47,9.34,2004-01-05,-31.5307248,-58.2492951
84,33.5,21.52,0.2,2004-01-06,-31.5307248,-58.2492951
85,32.54,21.98,0.75,2004-01-07,-31.5307248,-58.2492951
86,31.63,21.48,6.36,2004-01-08,-31.5307248,-58.2492951
87,33.06,21.53,0.23,2004-01-09,-31.5307248,-58.2492951
88,31.73,21.7,0.01,2004-01-10,-31.5307248,-58.2492951
89,30.12,19.31,0.03,2004-01-11,-31.5307248,-58.2492951
90,30.04,18.5,0.03,2004-01-12,-31.5307248,-58.2492951
91,28.99,20.71,0.68,2004-01-13,-31.5307248,-58.2492951
92,31.23,18.48,0.04,2004-01-14,-31.5307248,-58.2492951
93,30.73,19.34,0.0,2004-01-15,-31.5307248,-58.2492951
94,27.88,16.56,0.0,2004-01-16,-31.5307248,-58.2492951
95,30.08,20.23,0.04,2004-01-17,-31.5307248,-58.2492951
96,31.43,22.2,1.12,2004-01-18,-31.5307248,-58.2492951
97,30.54,22.24,6.44,2004-01-19,-31.5307248,-58.2492951
98,29.51,21.08,2.29,2004-01-20,-31.5307248,-58.2492951
99,32.12,19.56,1.18,2004-01-21,-31.5307248,-58.2492951
100,31.43,20.83,0.13,2004-01-22,-31.5307248,-58.2492951
101,30.95,20.49,0.42,2004-01-23,-31.5307248,-58.2492951
102,32.77,19.65,0.0,2004-01-24,-31.5307248,-58.2492951
103,32.26,17.72,0.0,2004-01-25,-31.5307248,-58.2492951
104,35.23,18.0,0.0,2004-01-26,-31.5307248,-58.2492951
105,35.8,21.53,0.0,2004-01-27,-31.5307248,-58.2492951
106,35.16,19.76,0.0,2004-01-28,-31.5307248,-58.2492951
107,35.1,20.61,0.0,2004-01-29,-31.5307248,-58.2492951
108,37.3,21.91,0.0,2004-01-30,-31.5307248,-58.2492951
109,35.92,23.8,3.4,2004-01-31,-31.5307248,-58.2492951
110,30.61,22.39,1.8,2004-02-01,-31.5307248,-58.2492951
111,30.6,19.36,0.49,2004-02-02,-31.5307248,-58.2492951
112,28.45,22.29,22.2,2004-02-03,-31.5307248,-58.2492951
113,29.93,21.54,10.8,2004-02-04,-31.5307248,-58.2492951
114,28.16,18.91,0.0,2004-02-05,-31.5307248,-58.2492951
115,28.41,16.4,0.0,2004-02-06,-31.5307248,-58.2492951
116,29.0,16.67,0.0,2004-02-07,-31.5307248,-58.2492951
117,30.45,19.66,0.0,2004-02-08,-31.5307248,-58.2492951
118,31.95,20.61,0.0,2004-02-09,-31.5307248,-58.2492951
119,33.01,20.97,0.01,2004-02-10,-31.5307248,-58.2492951
120,33.65,20.34,0.0,2004-02-11,-31.5307248,-58.2492951
121,34.1,21.78,0.0,2004-02-12,-31.5307248,-58.2492951
122,32.8,21.3,21.09,2004-02-13,-31.5307248,-58.2492951
123,26.1,19.65,2.18,2004-02-14,-31.5307248,-58.2492951
124,28.53,14.45,0.0,2004-02-15,-31.5307248,-58.2492951
125,30.93,15.96,0.39,2004-02-16,-31.5307248,-58.2492951
126,26.15,18.76,4.36,2004-02-17,-31.5307248,-58.2492951
127,26.83,14.27,0.0,2004-02-18,-31.5307248,-58.2492951
128,28.7,14.8,0.81,2004-02-19,-31.5307248,-58.2492951
129,27.06,12.39,0.0,2004-02-20,-31.5307248,-58.2492951
130,26.02,12.58,0.0,2004-02-21,-31.5307248,-58.2492951
131,26.7,13.08,0.0,2004-02-22,-31.5307248,-58.2492951
132,27.91,14.51,0.0,2004-02-23,-31.5307248,-58.2492951
133,29.32,15.26,0.0,2004-02-24,-31.5307248,-58.2492951
134,30.42,16.43,0.0,2004-02-25,-31.5307248,-58.2492951
135,32.54,17.62,0.0,2004-02-26,-31.5307248,-58.2492951
136,33.67,18.03,0.01,2004-02-27,-31.5307248,-58.2492951
137,31.81,16.96,0.0,2004-02-28,-31.5307248,-58.2492951
138,29.47,17.37,0.0,2004-02-29,-31.5307248,-58.2492951
139,31.41,17.68,0.0,2004-03-01,-31.5307248,-58.2492951
140,31.14,17.59,22.72,2004-03-02,-31.5307248,-58.2492951
141,27.87,13.06,0.0,2004-03-03,-31.5307248,-58.2492951
142,29.86,13.8,0.0,2004-03-04,-31.5307248,-58.2492951
143,31.31,16.15,0.0,2004-03-05,-31.5307248,-58.2492951
144,32.15,21.43,0.51,2004-03-06,-31.5307248,-58.2492951
145,22.71,19.16,69.51,2004-03-07,-31.5307248,-58.2492951
146,26.71,18.13,1.6,2004-03-08,-31.5307248,-58.2492951
147,29.03,14.97,0.0,2004-03-09,-31.5307248,-58.2492951
148,27.97,16.23,0.0,2004-03-10,-31.5307248,-58.2492951
149,27.17,18.39,1.39,2004-03-11,-31.5307248,-58.2492951
150,25.25,17.88,0.07,2004-03-12,-31.5307248,-58.2492951
151,27.98,17.44,0.02,2004-03-13,-31.5307248,-58.2492951
152,27.56,17.65,0.07,2004-03-14,-31.5307248,-58.2492951
153,27.51,17.95,0.17,2004-03-15,-31.5307248,-58.2492951
154,29.27,18.28,0.01,2004-03-16,-31.5307248,-58.2492951
155,30.13,18.89,0.0,2004-03-17,-31.5307248,-58.2492951
156,28.69,19.19,0.17,2004-03-18,-31.5307248,-58.2492951
157,28.35,15.58,0.08,2004-03-19,-31.5307248,-58.2492951
158,28.26,15.81,0.0,2004-03-20,-31.5307248,-58.2492951
159,27.9,14.58,0.0,2004-03-21,-31.5307248,-58.2492951
160,29.09,14.61,0.0,2004-03-22,-31.5307248,-58.2492951
161,30.65,14.84,0.0,2004-03-23,-31.5307248,-58.2492951
162,32.62,18.25,0.0,2004-03-24,-31.5307248,-58.2492951
163,33.0,16.24,0.0,2004-03-25,-31.5307248,-58.2492951
164,32.55,15.0,0.0,2004-03-26,-31.5307248,-58.2492951
165,31.48,14.94,0.0,2004-03-27,-31.5307248,-58.2492951
166,31.69,17.19,0.0,2004-03-28,-31.5307248,-58.2492951
167,32.25,20.02,0.0,2004-03-29,-31.5307248,-58.2492951
168,32.25,18.53,0.0,2004-03-30,-31.5307248,-58.2492951
169,33.0,21.73,0.0,2004-03-31,-31.5307248,-58.2492951
170,29.69,19.99,9.55,2004-04-01,-31.5307248,-58.2492951
171,29.16,22.07,6.6,2004-04-02,-31.5307248,-58.2492951
172,30.32,19.95,0.39,2004-04-03,-31.5307248,-58.2492951
173,33.42,19.41,0.0,2004-04-04,-31.5307248,-58.2492951
174,32.32,21.19,0.12,2004-04-05,-31.5307248,-58.2492951
175,30.51,21.85,0.36,2004-04-06,-31.5307248,-58.2492951
176,26.26,20.52,5.88,2004-04-07,-31.5307248,-58.2492951
177,31.19,17.73,0.29,2004-04-08,-31.5307248,-58.2492951
178,26.03,18.65,5.36,2004-04-09,-31.5307248,-58.2492951
179,24.02,17.92,4.91,2004-04-10,-31.5307248,-58.2492951
180,27.69,17.39,2.61,2004-04-11,-31.5307248,-58.2492951
181,32.43,17.46,0.01,2004-04-12,-31.5307248,-58.2492951
182,34.82,22.57,0.0,2004-04-13,-31.5307248,-58.2492951
183,32.58,23.33,0.59,2004-04-14,-31.5307248,-58.2492951
184,28.45,16.69,1.13,2004-04-15,-31.5307248,-58.2492951
185,22.77,19.66,14.42,2004-04-16,-31.5307248,-58.2492951
186,24.17,15.1,4.89,2004-04-17,-31.5307248,-58.2492951
187,25.78,11.17,0.0,2004-04-18,-31.5307248,-58.2492951
188,23.53,13.3,0.0,2004-04-19,-31.5307248,-58.2492951
189,21.31,6.05,0.0,2004-04-20,-31.5307248,-58.2492951
190,24.8,12.87,3.99,2004-04-21,-31.5307248,-58.2492951
191,22.49,19.8,47.74,2004-04-22,-31.5307248,-58.2492951
192,20.2,14.82,0.49,2004-04-23,-31.5307248,-58.2492951
193,17.09,12.6,0.06,2004-04-24,-31.5307248,-58.2492951
194,18.0,7.39,0.0,2004-04-25,-31.5307248,-58.2492951
195,19.97,7.07,0.0,2004-04-26,-31.5307248,-58.2492951
196,22.44,7.64,0.0,2004-04-27,-31.5307248,-58.2492951
197,25.26,11.61,0.0,2004-04-28,-31.5307248,-58.2492951
198,22.8,18.9,27.26,2004-04-29,-31.5307248,-58.2492951
199,18.57,10.0,0.25,2004-04-30,-31.5307248,-58.2492951
200,19.94,6.04,0.0,2004-05-01,-31.5307248,-58.2492951
201,21.31,8.79,0.0,2004-05-02,-31.5307248,-58.2492951
202,18.9,13.18,0.06,2004-05-03,-31.5307248,-58.2492951
203,17.38,13.58,8.55,2004-05-04,-31.5307248,-58.2492951
204,18.52,11.83,7.93,2004-05-05,-31.5307248,-58.2492951
205,19.42,11.34,0.81,2004-05-06,-31.5307248,-58.2492951
206,18.48,12.28,0.18,2004-05-07,-31.5307248,-58.2492951
207,21.34,13.51,0.23,2004-05-08,-31.5307248,-58.2492951
208,21.85,14.43,0.07,2004-05-09,-31.5307248,-58.2492951
209,22.65,15.03,0.24,2004-05-10,-31.5307248,-58.2492951
210,22.34,14.84,0.14,2004-05-11,-31.5307248,-58.2492951
211,22.02,15.83,0.23,2004-05-12,-31.5307248,-58.2492951
212,18.73,13.67,1.73,2004-05-13,-31.5307248,-58.2492951
213,15.61,10.68,11.84,2004-05-14,-31.5307248,-58.2492951
214,16.12,4.5,0.0,2004-05-15,-31.5307248,-58.2492951
215,17.93,2.43,0.0,2004-05-16,-31.5307248,-58.2492951
216,17.35,6.93,0.11,2004-05-17,-31.5307248,-58.2492951
217,15.22,4.08,0.01,2004-05-18,-31.5307248,-58.2492951
218,16.17,5.3,0.0,2004-05-19,-31.5307248,-58.2492951
219,14.87,5.1,0.0,2004-05-20,-31.5307248,-58.2492951
220,14.44,8.5,1.16,2004-05-21,-31.5307248,-58.2492951
221,17.06,12.98,4.22,2004-05-22,-31.5307248,-58.2492951
222,16.38,14.0,13.25,2004-05-23,-31.5307248,-58.2492951
223,15.04,11.54,1.96,2004-05-24,-31.5307248,-58.2492951
224,16.83,12.28,1.23,2004-05-25,-31.5307248,-58.2492951
225,17.9,12.77,0.31,2004-05-26,-31.5307248,-58.2492951
226,15.2,5.71,0.0,2004-05-27,-31.5307248,-58.2492951
227,15.95,3.24,0.0,2004-05-28,-31.5307248,-58.2492951
228,17.07,4.49,0.0,2004-05-29,-31.5307248,-58.2492951
229,17.38,3.51,0.0,2004-05-30,-31.5307248,-58.2492951
230,16.69,7.56,0.0,2004-05-31,-31.5307248,-58.2492951
231,14.88,5.72,0.01,2004-06-01,-31.5307248,-58.2492951
232,14.29,10.61,0.23,2004-06-02,-31.5307248,-58.2492951
233,17.08,11.58,0.25,2004-06-03,-31.5307248,-58.2492951
234,19.12,9.46,0.0,2004-06-04,-31.5307248,-58.2492951
235,20.12,9.52,0.04,2004-06-05,-31.5307248,-58.2492951
236,19.32,10.6,0.12,2004-06-06,-31.5307248,-58.2492951
237,17.39,2.02,0.0,2004-06-07,-31.5307248,-58.2492951
238,19.34,6.78,0.0,2004-06-08,-31.5307248,-58.2492951
239,19.52,12.83,0.01,2004-06-09,-31.5307248,-58.2492951
240,18.93,12.81,1.34,2004-06-10,-31.5307248,-58.2492951
241,12.25,5.16,0.14,2004-06-11,-31.5307248,-58.2492951
242,13.82,3.05,0.0,2004-06-12,-31.5307248,-58.2492951
243,16.72,1.91,0.0,2004-06-13,-31.5307248,-58.2492951
244,16.9,4.89,0.0,2004-06-14,-31.5307248,-58.2492951
245,20.39,4.17,0.0,2004-06-15,-31.5307248,-58.2492951
246,24.9,10.75,0.12,2004-06-16,-31.5307248,-58.2492951
247,21.51,11.42,5.59,2004-06-17,-31.5307248,-58.2492951
248,21.47,6.79,0.0,2004-06-18,-31.5307248,-58.2492951
249,24.99,15.95,0.03,2004-06-19,-31.5307248,-58.2492951
250,27.14,18.61,0.11,2004-06-20,-31.5307248,-58.2492951
251,24.58,13.05,18.49,2004-06-21,-31.5307248,-58.2492951
252,18.98,8.83,0.02,2004-06-22,-31.5307248,-58.2492951
253,17.71,14.39,1.68,2004-06-23,-31.5307248,-58.2492951
254,17.12,10.13,0.12,2004-06-24,-31.5307248,-58.2492951
255,17.31,14.74,6.57,2004-06-25,-31.5307248,-58.2492951
256,18.08,14.69,2.08,2004-06-26,-31.5307248,-58.2492951
257,18.25,13.94,0.09,2004-06-27,-31.5307248,-58.2492951
258,17.32,10.92,0.09,2004-06-28,-31.5307248,-58.2492951
259,22.34,14.89,2.0,2004-06-29,-31.5307248,-58.2492951
260,21.88,18.94,13.93,2004-06-30,-31.5307248,-58.2492951
261,17.97,12.31,1.81,2004-07-01,-31.5307248,-58.2492951
262,23.86,14.52,26.17,2004-07-02,-31.5307248,-58.2492951
263,19.8,11.28,13.74,2004-07-03,-31.5307248,-58.2492951
264,16.89,6.5,0.0,2004-07-04,-31.5307248,-58.2492951
265,19.75,5.17,0.0,2004-07-05,-31.5307248,-58.2492951
266,22.49,7.5,0.0,2004-07-06,-31.5307248,-58.2492951
267,18.54,10.56,0.0,2004-07-07,-31.5307248,-58.2492951
268,13.48,3.38,0.0,2004-07-08,-31.5307248,-58.2492951
269,14.75,0.77,0.0,2004-07-09,-31.5307248,-58.2492951
270,12.68,1.35,0.42,2004-07-10,-31.5307248,-58.2492951
271,12.39,-1.13,0.0,2004-07-11,-31.5307248,-58.2492951
272,14.35,2.06,0.0,2004-07-12,-31.5307248,-58.2492951
273,23.02,9.17,0.16,2004-07-13,-31.5307248,-58.2492951
274,21.23,12.12,0.42,2004-07-14,-31.5307248,-58.2492951
275,16.19,5.73,0.0,2004-07-15,-31.5307248,-58.2492951
276,13.04,4.79,0.0,2004-07-16,-31.5307248,-58.2492951
277,11.25,0.24,0.0,2004-07-17,-31.5307248,-58.2492951
278,11.97,2.02,0.0,2004-07-18,-31.5307248,-58.2492951
279,15.55,7.14,0.0,2004-07-19,-31.5307248,-58.2492951
280,20.92,9.23,0.01,2004-07-20,-31.5307248,-58.2492951
281,21.82,12.78,0.02,2004-07-21,-31.5307248,-58.2492951
282,19.76,14.75,0.0,2004-07-22,-31.5307248,-58.2492951
283,21.94,14.64,0.27,2004-07-23,-31.5307248,-58.2492951
284,21.85,12.6,19.19,2004-07-24,-31.5307248,-58.2492951
285,24.21,14.71,0.77,2004-07-25,-31.5307248,-58.2492951
286,24.97,13.93,0.0,2004-07-26,-31.5307248,-58.2492951
287,23.41,12.66,0.0,2004-07-27,-31.5307248,-58.2492951
288,21.41,14.71,15.9,2004-07-28,-31.5307248,-58.2492951
289,15.35,7.87,2.81,2004-07-29,-31.5307248,-58.2492951
290,15.15,4.93,0.0,2004-07-30,-31.5307248,-58.2492951
291,15.7,3.51,0.0,2004-07-31,-31.5307248,-58.2492951
292,17.6,6.09,0.04,2004-08-01,-31.5307248,-58.2492951
293,21.79,10.13,0.01,2004-08-02,-31.5307248,-58.2492951
294,26.83,16.32,0.0,2004-08-03,-31.5307248,-58.2492951
295,27.71,19.36,0.29,2004-08-04,-31.5307248,-58.2492951
296,25.59,12.55,14.3,2004-08-05,-31.5307248,-58.2492951
297,12.12,8.53,0.0,2004-08-06,-31.5307248,-58.2492951
298,12.31,3.17,0.24,2004-08-07,-31.5307248,-58.2492951
299,12.96,-0.02,0.0,2004-08-08,-31.5307248,-58.2492951
300,16.84,1.44,0.0,2004-08-09,-31.5307248,-58.2492951
301,20.41,3.6,0.0,2004-08-10,-31.5307248,-58.2492951
302,20.12,8.62,0.0,2004-08-11,-31.5307248,-58.2492951
303,23.91,10.33,0.0,2004-08-12,-31.5307248,-58.2492951
304,26.85,14.17,0.0,2004-08-13,-31.5307248,-58.2492951
305,26.75,16.55,0.0,2004-08-14,-31.5307248,-58.2492951
306,24.45,17.71,1.85,2004-08-15,-31.5307248,-58.2492951
307,21.62,17.31,1.2,2004-08-16,-31.5307248,-58.2492951
308,17.26,12.48,23.59,2004-08-17,-31.5307248,-58.2492951
309,14.34,11.17,0.32,2004-08-18,-31.5307248,-58.2492951
310,14.37,11.3,0.72,2004-08-19,-31.5307248,-58.2492951
311,13.66,11.38,3.07,2004-08-20,-31.5307248,-58.2492951
312,11.91,5.75,0.02,2004-08-21,-31.5307248,-58.2492951
313,12.4,3.22,0.01,2004-08-22,-31.5307248,-58.2492951
314,16.73,3.15,0.03,2004-08-23,-31.5307248,-58.2492951
315,20.73,5.65,0.0,2004-08-24,-31.5307248,-58.2492951
316,21.98,6.89,0.0,2004-08-25,-31.5307248,-58.2492951
317,20.83,6.26,0.0,2004-08-26,-31.5307248,-58.2492951
318,23.02,9.93,0.0,2004-08-27,-31.5307248,-58.2492951
319,23.84,7.86,0.0,2004-08-28,-31.5307248,-58.2492951
320,28.61,10.22,0.0,2004-08-29,-31.5307248,-58.2492951
321,27.29,12.22,0.0,2004-08-30,-31.5307248,-58.2492951
322,28.75,13.82,0.0,2004-08-31,-31.5307248,-58.2492951
323,30.55,14.98,0.01,2004-09-01,-31.5307248,-58.2492951
324,27.03,16.41,4.5,2004-09-02,-31.5307248,-58.2492951
325,25.31,16.87,5.0,2004-09-03,-31.5307248,-58.2492951
326,33.0,17.09,0.0,2004-09-04,-31.5307248,-58.2492951
327,32.73,20.91,0.0,2004-09-05,-31.5307248,-58.2492951
328,34.99,23.76,0.0,2004-09-06,-31.5307248,-58.2492951
329,31.2,14.69,1.03,2004-09-07,-31.5307248,-58.2492951
330,13.77,7.82,17.2,2004-09-08,-31.5307248,-58.2492951
331,16.68,10.2,0.02,2004-09-09,-31.5307248,-58.2492951
332,17.4,9.37,0.03,2004-09-10,-31.5307248,-58.2492951
333,17.44,8.67,0.0,2004-09-11,-31.5307248,-58.2492951
334,16.05,4.47,0.0,2004-09-12,-31.5307248,-58.2492951
335,19.87,6.75,0.02,2004-09-13,-31.5307248,-58.2492951
336,20.52,10.53,0.0,2004-09-14,-31.5307248,-58.2492951
337,20.06,12.1,0.01,2004-09-15,-31.5307248,-58.2492951
338,19.92,3.73,0.0,2004-09-16,-31.5307248,-58.2492951
339,23.98,8.42,0.0,2004-09-17,-31.5307248,-58.2492951
340,30.79,12.28,0.0,2004-09-18,-31.5307248,-58.2492951
341,28.48,17.03,1.08,2004-09-19,-31.5307248,-58.2492951
342,18.72,9.9,6.62,2004-09-20,-31.5307248,-58.2492951
343,17.1,14.08,1.35,2004-09-21,-31.5307248,-58.2492951
344,22.2,11.23,0.01,2004-09-22,-31.5307248,-58.2492951
345,24.65,6.59,0.0,2004-09-23,-31.5307248,-58.2492951
346,27.36,7.6,0.0,2004-09-24,-31.5307248,-58.2492951
347,29.24,10.48,0.0,2004-09-25,-31.5307248,-58.2492951
348,30.82,12.15,0.0,2004-09-26,-31.5307248,-58.2492951
349,28.11,16.51,3.59,2004-09-27,-31.5307248,-58.2492951
350,22.62,16.04,1.06,2004-09-28,-31.5307248,-58.2492951
351,21.83,9.68,0.06,2004-09-29,-31.5307248,-58.2492951
352,18.36,9.48,0.31,2004-09-30,-31.5307248,-58.2492951
353,27.21,6.81,0.0,2004-10-01,-31.5307248,-58.2492951
354,28.61,12.15,0.0,2004-10-02,-31.5307248,-58.2492951
355,26.48,10.26,0.0,2004-10-03,-31.5307248,-58.2492951
356,23.95,10.64,0.38,2004-10-04,-31.5307248,-58.2492951
357,24.24,13.51,0.0,2004-10-05,-31.5307248,-58.2492951
358,24.91,11.32,0.0,2004-10-06,-31.5307248,-58.2492951
359,28.75,11.55,0.0,2004-10-07,-31.5307248,-58.2492951
360,28.02,14.35,0.59,2004-10-08,-31.5307248,-58.2492951
361,26.45,14.84,3.24,2004-10-09,-31.5307248,-58.2492951
362,26.53,14.04,0.07,2004-10-10,-31.5307248,-58.2492951
363,28.52,11.67,0.0,2004-10-11,-31.5307248,-58.2492951
364,27.59,15.75,4.86,2004-10-12,-31.5307248,-58.2492951
365,20.72,11.14,3.33,2004-10-13,-31.5307248,-58.2492951
366,24.2,7.14,0.0,2004-10-14,-31.5307248,-58.2492951
367,32.06,14.31,0.04,2004-10-15,-31.5307248,-58.2492951
368,29.12,17.05,34.72,2004-10-16,-31.5307248,-58.2492951
369,27.1,13.17,0.0,2004-10-17,-31.5307248,-58.2492951
370,25.77,14.48,0.77,2004-10-18,-31.5307248,-58.2492951
371,24.08,9.39,0.0,2004-10-19,-31.5307248,-58.2492951
372,24.87,10.69,0.0,2004-10-20,-31.5307248,-58.2492951
373,27.67,12.3,0.0,2004-10-21,-31.5307248,-58.2492951
374,33.68,16.69,0.0,2004-10-22,-31.5307248,-58.2492951
375,31.55,18.26,42.27,2004-10-23,-31.5307248,-58.2492951
376,21.39,10.0,0.0,2004-10-24,-31.5307248,-58.2492951
377,23.77,8.33,0.0,2004-10-25,-31.5307248,-58.2492951
378,23.76,13.94,1.12,2004-10-26,-31.5307248,-58.2492951
379,21.37,7.93,0.49,2004-10-27,-31.5307248,-58.2492951
380,27.64,9.68,0.0,2004-10-28,-31.5307248,-58.2492951
381,31.86,16.99,0.0,2004-10-29,-31.5307248,-58.2492951
382,30.0,17.95,35.08,2004-10-30,-31.5307248,-58.2492951
383,26.34,14.47,0.14,2004-10-31,-31.5307248,-58.2492951
384,28.76,15.53,0.0,2004-11-01,-31.5307248,-58.2492951
385,32.91,16.26,0.08,2004-11-02,-31.5307248,-58.2492951
386,31.27,19.49,26.79,2004-11-03,-31.5307248,-58.2492951
387,24.67,19.6,10.12,2004-11-04,-31.5307248,-58.2492951
388,20.62,10.93,43.69,2004-11-05,-31.5307248,-58.2492951
389,20.95,8.02,0.0,2004-11-06,-31.5307248,-58.2492951
390,23.71,8.71,0.0,2004-11-07,-31.5307248,-58.2492951
391,26.77,14.75,0.11,2004-11-08,-31.5307248,-58.2492951
392,25.72,21.02,9.64,2004-11-09,-31.5307248,-58.2492951
393,22.12,18.16,0.84,2004-11-10,-31.5307248,-58.2492951
394,20.92,14.9,0.35,2004-11-11,-31.5307248,-58.2492951
395,20.93,12.98,0.31,2004-11-12,-31.5307248,-58.2492951
396,23.15,13.25,0.1,2004-11-13,-31.5307248,-58.2492951
397,22.61,16.21,1.06,2004-11-14,-31.5307248,-58.2492951
398,27.73,13.31,0.01,2004-11-15,-31.5307248,-58.2492951
